text	labels	predictions
lancethespoken statement day ppl rt chiefsatwar even dumber ole bird feather type deal	NOT	OFF
bitch tell let go one would go grab right 	OFF	NOT
payback bitch bitch youv livin debt	OFF	NOT
rt  get attach peopl jump trash feel way	NOT	NOT
current emotionbrok ass bitch	OFF	OFF
like dont play bitch	OFF	NOT
 sound like bad bitch	OFF	NOT
rt versacetweetgod leotard leopard zeeti hoe dumb   twitpic selfi wear  	OFF	OFF
rt walshnyc world cup team jihadi root  versharma vocativ 	NOT	NOT
im relationship im eras twitter cuz mani bitch access gotta hormon  year old home alon	OFF	NOT
esemiro bitch pleas 	OFF	NOT
rt liveitupjersey   thing cunt talk cri traffic jam know noth 	OFF	OFF
bruis ankl bitch	OFF	NOT
rt tylerreact someon retweet bitch hate onto timelin 	OFF	NOT
willow tree pocohonta bitch  year old	OFF	NOT
poof vamoos son bitch	OFF	NOT
person feel disrespect bird poop sudden drop front windowewwwannoy	NOT	OFF
bitch swear pussi best aint	OFF	OFF
hate see cold hoe tryna kick knowledg	OFF	OFF
michael sam cut prove fag dont belong footbal nfl heterosexu sport heterosexu	OFF	OFF
 wrong lmao bitch liter tri swallow someon movi	OFF	OFF
rt  taecocki rihanna talent hoe 	OFF	NOT
 alreadi know mane sinc  grade ive killin hoe	OFF	NOT
dirti still around wonder mani younger guy would call disrespect son bitch	OFF	NOT
juss got hoe free lop p 	OFF	NOT
    playcrazi gfdalifestyl fuck bitch	OFF	NOT
dont get mf attitud bitch im justifi shit	OFF	NOT
wait fanduel hit jig	NOT	NOT
inthekcmix pau piss like boozer piss bull fan  soft faggot	OFF	OFF
rt reginapucket  break dawn often think use waswith rosecolor glass gentl 	NOT	NOT
alic took advantag last night bitch wont tonight	OFF	NOT
 nah honkey lookin dude chr	NOT	NOT
cdashray shes wear shirt bitch	OFF	NOT
fuck ya feel aint sorri bitch	OFF	NOT
julius pepper still seem retard	OFF	OFF
rt kohkohbxtchzz real bitch like make sure get even lol	OFF	NOT
uniqu ghetto hell	OFF	OFF
rt realsexnot mani faith girl singl mani hoe taken	OFF	NOT
chandailbailey steezeyflow hunturpl need accept fact your hipster faggot	OFF	OFF
rt urbanengiish im grown  let hoe peac	OFF	OFF
touchdown hoe  touchdown hoe	OFF	NOT
ill damn nigga wife hood hoe	OFF	OFF
rt pgammo yanke draft room huge pictur greg campbel messag makeup look	NOT	NOT
grizzboadam wyattnuckel haha playin nigga fuck bitch make money smoke straight og kush	OFF	OFF
smoke wit bitch nap let play music bet  turn boosi slow shit 	OFF	NOT
mickeyhart lookin good mick	NOT	NOT
bitch real im heat bruh	OFF	NOT
thedarius bitch look shit	OFF	OFF
bitch mustash year half wtf wrong itch	OFF	NOT
 make niggah buy ring ya finger   jimmi ya feet  jean back  lingeri 	OFF	NOT
cxslug never game obsess angri bird took long ccs scare lol	NOT	NOT
rt theejenbunni oh miss bitch bitxh got sock face	OFF	OFF
rt drunksixthgrad  grade bitch  	OFF	NOT
wildlukewild yeah wtf arent pussi	OFF	OFF
like yanke toinight  	NOT	NOT
  hoe fatim big bonedheheheheh	OFF	NOT
biglovemus bruh wont happen cuz see big bitch strike	OFF	NOT
 tea bag  pahahaha	OFF	NOT
rt prettykel  that fuck bitch fw  talk hoe claim dont fw  	OFF	OFF
 south central niggah realli dont lovin hoe  hoe dont lovin niggah   	OFF	OFF
bitch bitch bitch	OFF	NOT
lmaoooooo rt westsideallur dude said bitch ny fuck redman greatest hit 	OFF	NOT
hahah funni littl dumb hoe want follow nigga ass like bitch fuck kreepen fo	OFF	OFF
rt lilduv peopl need mind busi bitch internet stop post shit	OFF	NOT
bitch cri 	OFF	NOT
rt woridstarcomedi your stress someon realiz got hoe   	OFF	NOT
know one thing though bitch come go	OFF	NOT
bc yall hoe	OFF	NOT
nicca elijahfnbabi swear see madden lol	NOT	NOT
weef fitm life fuck flappi bird	OFF	OFF
yaaasss rt lovemsliz hoe talk realli dont hoe  like girl gotta explain  hoe	OFF	NOT
 everybodi dot moboredmickey factz battl clip wore ancient hong kong shit   differ color hitop	OFF	NOT
 mani hoe 	OFF	NOT
mimi worri bout stevi j marriag bitch aint even realiz made sex tape marri man	OFF	OFF
 glad victim rt mafiosoro im felon rt bigobundl bitch  ride ur face attempt murder 	OFF	OFF
disgust  gtfohhhhh rt  mom bought pet nigger  	OFF	OFF
rt optimisticdoom got hit todayim back bitchesdi	OFF	NOT
 want bitch big boooti 	OFF	NOT
rt taecocki hate bitch get man start tweet shit like lol let stop tweet like kill 	OFF	NOT
aaronkeplin shut bitch	OFF	NOT
neodaregularguy oil said sumthin bout oil bitch cookin	OFF	OFF
im bitch becausemi famili life fuckedmi love life fuckedmi social life fuckedjust outlook life fuck	OFF	NOT
karma bitch huh	OFF	NOT
peopl histor call white trash call reason theyr white trash truth hurt	OFF	NOT
notsosweetpea soo hang makin browni	NOT	NOT
 sound right mani dumb bitch work welcom life	OFF	OFF
rt  wizkhalifa pretti bitch rep taylor gang hollah lmfaoo	OFF	NOT
im boutta deck bitch face 	OFF	NOT
rt krisinizu im tell shave pussi ugli	OFF	OFF
yanke season tho yeah	NOT	NOT
rt kalikushdol lol foreal yo  lmao fuck havemercyyi amp kalikushdol real talk bitch know h 	OFF	NOT
abdullahomar come guy whose sole qualif cm lucki sperm 	NOT	NOT
hate kid class alway complain bitchdouch teacher	OFF	OFF
vega  day bitch	OFF	NOT
got cousin name jason rock da gari paytonnow da triflin bitch hiv patient	OFF	OFF
 rt paradoxicalmik  rt idavey averag   need sinsofmyfath scale  ghetto u	NOT	NOT
 lilaerii upload  wat pictur bitch	OFF	NOT
go browni go woof woof	NOT	NOT
say one man trash next man treasur one find pain next might find pleasur	NOT	NOT
 pussi	OFF	OFF
done top done sip juic said bird crumb never	NOT	NOT
 yes could leav fag	OFF	OFF
rt prayingforhead everi time bobbi bitch come 	OFF	OFF
extra hard hoe	OFF	NOT
yagirlsmal quit use song lyric queer	OFF	NOT
rt xsalutebaddazz well got conform bodi count five high hoe 	OFF	NOT
rt tacorel stress backward dessert that bitch eat junk food depress	OFF	OFF
young buck wanna eat dat nigguh like aint fuckin dis	OFF	NOT
dablueprint fuck dont let nobodi hit pussi either know firm	OFF	OFF
badnewsbridget morbidmermaid  your lie sack shit know love lesbian jk jkbridgeturstraight fag	OFF	OFF
rt kourtn dont tri nd play ill hoe u harder 	OFF	NOT
rt missknf pussi book  id read	OFF	OFF
bitch stay feel 	OFF	NOT
traffic gabl ltltltltltltltlt	NOT	NOT
rt johnfkennedi one man trash anoth man wife fact	OFF	NOT
raiderlevel hoe aint thick u clown	OFF	OFF
chickencoleman mccoy wasnt trash that td	NOT	NOT
shit jus turn  bitch dat grown shit 	OFF	NOT
give trailer park trash transformthursday ladykimora vegasqueen vegasshowgirl 	OFF	OFF
dimejii know samklef said wasnt lie man guy think beast naija pop music trash wizkid	NOT	NOT
rt wbeezi bitch phoney 	OFF	NOT
brag bout hoe prolli get  pussi	OFF	OFF
rt hegscom what bright yellow thing ref show martin indi cant rememb see one clubmetro	NOT	NOT
rt jazzriley cant put trust bitch	OFF	NOT
dont love hoe dont lean bitch	OFF	OFF
hoe ass nicca talkn shyt nicca make nicca wanna go snatch bitch outta nicca	OFF	OFF
bad bitch pussi aquafina call crystalina	OFF	OFF
 one friend greet  morbidmermaid  nigger	OFF	OFF
thatchriseckert gobbl de gook	NOT	OFF
rt cesarwtx pink nippl cute look nasti bitch 	OFF	NOT
rt vickybeanmr u yo main bitch see yo side bitch public 	OFF	NOT
  still fucn ya  bitch corni	OFF	OFF
bitch bad im never ever cheat	OFF	NOT
rt mahoghanyxo world  fun hoe  exist	OFF	NOT
motherofbraylon alreadi know go fed ah bitch readi walk door 	OFF	OFF
oh bitch lurkin  well bitch im twerkin 	OFF	NOT
cut porkchop can pinto bean small carrot corn celeri potato cayenn powder  crush red pepper	NOT	NOT
rt gawker conan obrien mock new call duti game get kill repeat 	NOT	NOT
nessauzc lmao shoe fit  lace bitch im talk general 	OFF	NOT
stupid bitch	OFF	OFF
dj khale retard	OFF	OFF
bestproadvic fact tattoostattoo  hes pussi tattoo nippl	OFF	OFF
bitch realli marri rich ass nigga	OFF	NOT
rt  bruh your friend fuck ya bitch 	OFF	OFF
bitch crazi	OFF	NOT
alancasilla haha shit niggah wish	OFF	OFF
 realli dont give fuck  start  got hoe  fuck bitch  shit im delet yo 	OFF	OFF
rt ivansplash guy flirt ya girl that nigga nigga flirt back hoe	OFF	NOT
fink catfish shit funni afta bitch think talk bow wow doe 	OFF	NOT
glad boss old hoe 	OFF	NOT
imma treat act  act like bitch youll get treat like bitch	OFF	NOT
rt  love bird	NOT	NOT
rt nikejap bae go talk hoesm 	OFF	NOT
rt officialcnot coolin hoe 	OFF	NOT
 stockboyeveryon mock	NOT	NOT
  dis hoe bri fuck wet  pop dream like 	OFF	NOT
rt  rick jame bitch	OFF	NOT
what bitch look like yall  add stupid chapsnatpearlbluey 	OFF	OFF
idochip honki tonk badonka ankh	NOT	NOT
ur trash 	OFF	NOT
twitter bitch	OFF	NOT
  bucket rt  trash  bitch son  	OFF	OFF
 feel see noth wrong gta kill bc sole purpos game	NOT	NOT
 bitch use whiper	OFF	NOT
rt spiffytwiley vintagemonro bitch gorgeous	OFF	NOT
rt mundyspeak poll florida governor rick scott lead charli crist five point 	NOT	NOT
rt iammaliachigh everi bitch ass instagram bio like delet  book email backpagepussygmailcom	OFF	OFF
rule number one never pursu bitch da ova side	OFF	OFF
california full white trash move oklahoma	OFF	OFF
evbyhatesash bitch want everybodi though that shit one point	OFF	OFF
rt stepheeezyy rt nigga bitch   never date femal anoth niggah name lol  wtf 	OFF	NOT
 fuck coon	OFF	OFF
rt dejahiott fuckin ignor ass nigga dont dm video count money n say u stuck 	OFF	OFF
babi make pussi rain often	OFF	OFF
rt  hoe august alsina bae bitch dusti nigga got  kid drive yo car amp still wear 	OFF	NOT
rt gordonshuckrow call someon racist call white bitch sentenc without lose credibl 	OFF	OFF
love liv get ghetto	NOT	NOT
smfh boy sound like hoe rt kforkick idk everybodi hate puerto rican princess	OFF	OFF
redisraw bitch mean get mild salsa father asham	OFF	NOT
mind cant get bitch mind	OFF	NOT
nigga nap fuck bitch mean lame fuckin lame deez nigga corni asl	OFF	OFF
alright time rt eviljeanyi cheesecak trash	OFF	OFF
 illmartino svenstweet  goh anoniemeaso meet heeft weer pauzenog steed niet bij hoofdstukho haal ik mn id	NOT	NOT
rt  least say im crazysom nigga gotta find bitch wild shoot ass 	OFF	NOT
thanksgiv earli hoe 	OFF	NOT
im flip thru tv saw bachelor stoop second say hoe garbag	OFF	NOT
rt prettygrlrocki pussi pussi	OFF	OFF
tri get rob wop bitch critic	OFF	NOT
trash show	NOT	NOT
fuck still play flappi bird  flappi bird feel like 	OFF	NOT
 phone charg backward  retard	OFF	OFF
make drake dissesgtgt rt repmycityx tyzebruh cant wait call trash tell everyon b l u forver goat la	NOT	NOT
foreign bad bitch n said name trinaaa trap hous look like got hit hurrican katrinaaaa	OFF	NOT
rt proofgelato sweet treat lunch today  raspberri gelato ginjuic sorbet amp browni gelato gelatocart thursday  cant wait 	NOT	NOT
heard fuck bitch  mad trip 	OFF	OFF
viagra bitch itd call niagra	OFF	NOT
rt mitchsunderland ezra miller open queer male play flash make first open queer male play lead 	OFF	NOT
rt womenfit use talent possess wood would silent bird sang except sang best	NOT	NOT
ho lifetim cray	OFF	NOT
hate bitch attitud time	OFF	OFF
rt  bird throw birdgang eaglesn	NOT	NOT
aye nigha yeayoureadindi gone let ya bitch fuck wit team twinzncontrol  	OFF	OFF
rt joshuaxallen tbt halloween  spoopi hoe pimp daddi 	OFF	NOT
rt randycaliboi hear ugli bitch talk anoth ugli bitch   	OFF	OFF
 phat pussi   look like scrotum	OFF	OFF
rt callmekennn im finna beg nigga fwm beg bitch friend  fuck yall thought	OFF	NOT
girlfriend gotta accept fact hoe gone face boyfriend better let hoe know wassup	OFF	NOT
 girl u went hs look horribl dont wanna believ itim bout piss facebook hoe	OFF	OFF
said bitch look like pray manti tho ctfu	OFF	NOT
rt firearmsdaili statist dont lie like gun control your queer guy fd	OFF	NOT
 lol nigga walk hoe look girl dont even wanna buy noth	OFF	NOT
rt tonktrippin cant say certain shit front yo bitch dont	OFF	NOT
bidenshairplug look like fag time line bore zzzzzz	OFF	OFF
shoutout  nicca salut	OFF	NOT
rt stevestfl bitch doesnt know want 	OFF	NOT
rt funkydineva chile im take greyhound everywher yo hoe bout fli build fli bermuda 	OFF	NOT
rt rnadjorel  disrespect hoe pimp slap hoe telli talk back   bitch	OFF	OFF
would commit rest gay life complet  submiss bottom could zac efron bitch nosham gayboyproblem	OFF	OFF
mix bitch	OFF	NOT
lot fat bitch parti im right outfit way much fire function like	OFF	NOT
im talkin bout superb punch ref hoe shit carlton haywood dude took full minut unansw 	OFF	OFF
rt realtimewwii  peopleday deport warsaw ghetto pack cattl car rail trip treblinka death camp 	NOT	OFF
 bitch say ray rice got deserv month ago want man free  	OFF	NOT
sassycrass made fun suicid attempt melli aint bitch fuck season	OFF	OFF
kim kardashian look like tranni surgeri	OFF	OFF
current listen imperi march tradit play prepar slash bitch	OFF	NOT
bshiznitt italianmontana wtf bitch seen without	OFF	NOT
chrisheben motherfuckin bullshit slingin son whore disgrac vet ur crap go pussi land u belong	OFF	OFF
undesir rt kinghorsedick vianawf  bitch big bruh	OFF	NOT
yall gorgeous women aint gorgeous realiz got ugli bitch attitud	OFF	OFF
rt saraluvvxxx today glennalfonso hair makeup alway tri make look like monkey 	NOT	NOT
ofcours someon ask els eat jackass goe browni big surpris dingbat	OFF	OFF
mother natur drunk bitch know parti	OFF	OFF
 wccorosen sick trash talk cocki attitud  ref take control need	NOT	OFF
nikki minaj proof natur better  minim best  yall hoe overdo	OFF	NOT
rt adamsank julia robert seem complet shock shes nomin hey julia  your gown jig 	NOT	NOT
talkin shit bitch look like lineback messinwithsasquach	OFF	OFF
sound like total bitch im tire peopl kid back school  aint post pic back colleg day	OFF	NOT
lmao left 	OFF	NOT
aint nun ordinari bitch 	OFF	NOT
your act like bitch bitch there problem	OFF	OFF
zayyswanson emanimilan im jus tryn figur dem nicca togeth like dat	OFF	OFF
rt dabosss  oomf lie know dont bore brusli fckn bald head 	OFF	NOT
realfort grudg weirdosand bitch	OFF	OFF
rt alexpappa rick scott refus appear debat stage charli crist illeg electron fan  	NOT	NOT
realli know know problem go hate ass bitch	OFF	OFF
rt jakesiwi bhasfurt pussi	OFF	OFF
rt lilduv one good woman worth thousand bad bitchesbut still wanna fuck thousand bitch	OFF	NOT
got bitch ass cowork stay late everi day last week dont complain mfs stay late send email left	OFF	NOT
 yo new niggah cant dress better  even close look better  dnt tri make 	OFF	NOT
rt flavorpil tori amo matter ever  via nme	NOT	NOT
stupid ass hoe	OFF	OFF
said bitch boy 	OFF	NOT
think figur white trash american come rural part europ	OFF	OFF
make bitch famous	OFF	NOT
smokin loud yo ass panick wwn show hoe start vanish	OFF	NOT
rt killallsimp girl told period immedi power bomb hoe ass	OFF	NOT
big homi drizzi threaten hoe 	OFF	NOT
switcheroo yo main hoe hell naw niggga dont save hoe	OFF	OFF
realli hoe shyt u know im hoe mr	OFF	NOT
rt bitchbeeasi nigga w bitch tendencieslt	OFF	NOT
acehudsonjr bitch tryna take money g	OFF	NOT
big ass smile eye chink	OFF	NOT
lil bitch vet say need dog	OFF	OFF
bitch hit hoe 	OFF	NOT
rt theaprilfool fuck hoe   nigga waka hate  man 	OFF	OFF
murda mook rip shit	OFF	OFF
easi pussi doesnt motiv	OFF	NOT
rt thefoodbibi deep fri oreo 	NOT	NOT
rt niggasblik nigga aux cord playin trash shit 	OFF	NOT
good morn twitter make today posit one cant beat mani meaniefac possibl also hate flappi bird	NOT	OFF
 aint 	OFF	NOT
julesdanesi cowboy fan cunt stop press	OFF	OFF
that duck face that result walk pole tweet your retard	OFF	OFF
rt ripienaar fox news present mock femal pilot took part campaign isi wtf 	NOT	NOT
side bitch	OFF	NOT
rt nohoesnextdoor mimi proud hoe	OFF	NOT
dis hoe wasnt dis violent lotteri ticket 	OFF	NOT
 call basic bitch im sure feel	OFF	NOT
softestmuffin torahblaz  billi goat hillbilli suck amp fuck disgrac brazzen face unabash pig	OFF	OFF
lol honki talk trash im done shit growup whitetrash	OFF	OFF
 jimmccloskey fran hillbilli virginia mountain man  white anglosaxon belief frankensteinmd kikm	NOT	OFF
rt ajjacob learn  japanes polit plot assassin charli chaplin pleaseoptionthistweetnow back 	NOT	NOT
twitter taught mani bitch made nigga world dont fool	OFF	OFF
tire butthurt samsung commerci ya phone trash b dont want em	OFF	OFF
rt woridstarhlphop bruh threw bitch 	OFF	NOT
stand red corner  weigh  pussi destroy champion world adam nobodyknowshisrac smith	OFF	OFF
rt twelvestarr nigga catch attitud expect bitch beg plenti sorri figur what problem	OFF	OFF
right sotyannaxo bitch say posit vibe bitch make fun someon weight	OFF	NOT
rebelsci use actual woman genet engin lab natur clone someth faggot rome	OFF	OFF
show obama call whitish yall motherfuck would cri racist like lil bitch blackish	OFF	OFF
 bitch frozen ever let  	OFF	NOT
rt somexlcan need twinki got gansito	NOT	NOT
fitzpatrick trash bruh	NOT	NOT
  dont suck tho your mad your trash carri alway  point	NOT	NOT
elisepalm your cheat mickey bubbl	NOT	OFF
yall entertain bitch az nigga hit women smh rais	OFF	OFF
rt milesss like your bitch bitch cuz got flower emoji tweet doesnt mean your 	OFF	NOT
rt yanke congrat derek jeter start shortstop  final allstar game farewellcaptain 	NOT	NOT
 wanna go lil shit tonightbut way bitch face set wantin slap em see 	OFF	NOT
chanelisabeth im subtweet sister hoe	OFF	NOT
got main bitch got new hoe love ak got 	OFF	NOT
rt  hate im wcw ass bitch 	OFF	NOT
ayefuckwoodi  liter eat asshol live actual faggot seem littl confus	OFF	OFF
titti wreck ya bitch	OFF	OFF
lmao rt  yeah pussi cee rt yolac come get breakfast boom rt ceeross breakfast plz	OFF	OFF
royallyk say one fill empti hole insid worship royal  u kno may rage snotti bitch	OFF	OFF
rt bobhel whoever call lowest common denomin stupid pussi number probabl matur 	OFF	OFF
rt uptownbyrd philli full type hoe broke bitch 	OFF	OFF
snapchat selfi instagram selfi noth bad bitch week man go 	OFF	NOT
gudnight keep pussi tight	OFF	OFF
im say twitter pic look like guido love pattyfuckingbog	OFF	OFF
play music kitchen mom keep ask toni give bitch heart rather purs	OFF	OFF
tell hate niggah stfu	OFF	OFF
slide hoe dms like 	OFF	NOT
redneck race freeway gte	OFF	OFF
 ohwaititsk  pussi 	OFF	OFF
hellootitti nigger	OFF	OFF
rt arizzleindacut femal think date pussi cute 	OFF	OFF
peopl play fantasygam white trash	OFF	NOT
rt obeykingkelvin  gotta remind bae got hoe 	OFF	NOT
dem nicca run play quick	OFF	NOT
 bitch fuck amp dad	OFF	OFF
 ex hit miss bullshit lol bitch  	OFF	NOT
rt liveanduncut lot easier let go girl find shes give pussi like goodi bag birthday bash	OFF	OFF
rt ikesizzl trey songz album singl hoe ass nigga lol	OFF	NOT
teabagg state like mississippi oppos minimum wage child labor law union proscab sweatshop work  pretti much slaveri	NOT	OFF
 told niggah maya angelo die niggah gon ask  red ninja turtl   wtf 	OFF	NOT
rt elchavaloko whiteponyjr  ericmarin see guy kick long hair faggot lil video game team	OFF	OFF
bitch remi stuck  	OFF	NOT
time find monkey term script	NOT	NOT
lmaooooo rt sirasshol sit ghetto girl seat lunch 	OFF	NOT
happi birthday liter craziest bitch know jdellasperanza im happi im relat u 	OFF	NOT
rt iamdizzi hoe gone hoe dat  nd nigga broke hoe act funni	OFF	OFF
rt femai nah go talk ur hoe sinc u dont wanna text back n shit 	OFF	NOT
kiefferjason bitch say traffic stop bitch stop make excus	OFF	NOT
last night bitch talk bout wanna smoke amp go wingstop amp  person thought pay	OFF	NOT
 haha bitch team 	OFF	NOT
rt leanandcuisin bitch see kati perri pic  kati perri fit  	OFF	NOT
new avi bitch weak	OFF	NOT
bout tht time hoe gettin dick	OFF	OFF
rt keyshbechillin bitch done kegal today	OFF	NOT
bitch gotta realiz nigga want  doesnt sever occas 	OFF	NOT
rt gotmollylov girl realli comfort dude address bitch im sorri never fli	OFF	NOT
rt shanequabullock meet bitch  mansionelan	OFF	NOT
eatmytattoo real nicca shit tho lol	OFF	NOT
 mskyleighmari bitch 	OFF	NOT
pop pussi singl	OFF	OFF
ladi love real nicca	OFF	NOT
phone  cool basic im gir bitch dri n plain 	OFF	NOT
rt exjon cover ir misde creepi littl leprechaun john koskinen cook book teamster amp freddi mac 	OFF	NOT
imessag trash	NOT	NOT
soap wish pussi tho rt imjustceej beard smell like	OFF	OFF
udrewhendersonu nope super chocolatey yummi browni	NOT	NOT
rt stayyegolden  everybodi that still facebook ghetto pregnant 	NOT	OFF
im feel total useless world anoth babi bird found need tlc call drdolittl 	NOT	NOT
im tryn tell yall brah went wit slut n could stop da bitch frm boppin dat shit scari	OFF	NOT
kiant im askin negro lol	OFF	NOT
rt hornyfact girl tweet might ghetto u bring food outsid moviesno u might stupid u pay  	NOT	NOT
rt lebronvuitton fuck feed  hate fat  thick 	OFF	OFF
im long beach california peopl automat think ima badass bitch hahha	OFF	NOT
bother ugli girl bad bitch attitud	OFF	OFF
 inwardforfun bitch denni	OFF	OFF
ride ooo bitch nasti	OFF	NOT
rt makenziesmask yo bitch cho name bitch wanna fuck ya bitch jacey thing say doe  bff babi 	OFF	OFF
hide bitch sister get eat 	OFF	OFF
pop interview remain warm fuzzi	NOT	NOT
want fire cracker babi ass fire work az fire cracker 	OFF	OFF
rt     bitch awesom  	OFF	NOT
jonsweetheart argi	NOT	NOT
 jaynovel let hoe great	OFF	NOT
hate nigga come tell got bitch twitter got bitch fuc wit lol smh	OFF	OFF
cnt trust wont spare bitch ogd 	OFF	OFF
 kiefferjason sbsylvest u pull fuck retard	OFF	OFF
nyjusdntgaf one care nigger	OFF	OFF
dont hit talk bout bitch yo pic get yo ass treat	OFF	NOT
 aint nobodi got time fo dat ghetto black ladi voic	OFF	OFF
 hate  guesss tri talk mee  ass bitch 	OFF	OFF
bitch live littl	OFF	NOT
 beauti bride tell erica congrat rememb nig	OFF	OFF
hoe fuckin care cos look good dont mean shes good	OFF	OFF
bryce happen go fish bitch	OFF	NOT
itssdaviddd retard alert	OFF	OFF
tha hoe	OFF	NOT
punish fit crime instanc take last twinki choke twinki twinki sacr	NOT	NOT
 problem bitch aint one	OFF	NOT
aunt said im handsom fuck hoe	OFF	NOT
 mightymorph big bird big pecker alway mad caus get laid that mother	OFF	OFF
rt yanke expect anyth short firework final homestand farewellcaptain 	NOT	NOT
 got alla da hoe	OFF	NOT
im genuin get mad children video game mickey mous dark big key	NOT	NOT
rt southsidev keebler elv gone make weed browni legal da tree trunk da trap go crazi bro 	OFF	NOT
tkelllz push step back lolol pussi shit	OFF	OFF
 im fuck fag said	OFF	OFF
bitch mob bad health	OFF	NOT
 fk im never wear headband  dont hoop like lil bitch tho	OFF	NOT
intern law enforc oper disrupt shylock bank malwar  pcworld intern law enforcem 	NOT	NOT
pornandroidiphoneipadsexxxx  anal  blond tranni ass fuck 	OFF	OFF
could view futur rosecolor glass libra 	NOT	NOT
rt beauutifulna  dont trust  bitch	OFF	NOT
im gonna hoe shit meet cant wait	OFF	NOT
drink corona bitch quit tasti 	OFF	NOT
gotta admit use tell bitch everyth want hear bighead chang way lil bit	OFF	NOT
 youv good friend  glad got honki ass let fuck shit year	OFF	OFF
day juan jim im total bitch mode hope week ty realwalliewal	OFF	NOT
rt losbeonit guy your constant asshol doesnt give damn beyond ur pussi	OFF	OFF
softestmuffin  torahblaz end day call yo dumb ass monkey pickananni hoe u luv white devil	OFF	OFF
jus wanna watch last episod orang new black netflix jus want bitch 	OFF	NOT
kiefferjason jayleno barackobama naw realli bitch mean yo address	OFF	NOT
heydenbunsyolo bitch u go read wtf put	OFF	NOT
rt ohsnapsitsshaq hoe fun till lose girl realli want hoe 	OFF	NOT
kingcuh teejonez io lol osi tangi haha tuku ho tangibl terryn atunga ho fie lea lahi mai	NOT	NOT
ya bitch wnna ride	OFF	NOT
earli bullshit fuck yall hoe lmfao	OFF	NOT
rt  might ugli hoe aint trippin	OFF	OFF
rt lilnino rip   die attent	OFF	NOT
jstarrtweet pop new york famili yanke obsess sister liter cri heard gonna	NOT	NOT
shantaughth catfish hoe thinkin slick nigga catch 	OFF	NOT
seamstress gon domob action bitch u meaningless da crew	OFF	NOT
u serious bro lol rt cheezmoejenkinz  earli bird special	NOT	NOT
rt  kicker colleg footbal trash like yall cant even make  yard field goalsu got one fuck job	OFF	NOT
rt bobklap ask betanc game  like starter someday  yanke ever ask would  	NOT	NOT
 pacthamac lmaooooo cant wash babi ass honda got caus hoe dont cost 	OFF	NOT
 throw lamp bitch need lighten  true dat	OFF	NOT
karma bitch guess love old	OFF	NOT
rt pass bitch 	OFF	NOT
rt chiefkeef bitch fuckin jus thot mean im tryna take shit next level	OFF	OFF
im pussi ur still dick	OFF	OFF
rt  get bitch hous	OFF	NOT
bitch think fanci old ass cclass get fuck	OFF	OFF
rt ceut bushco use public trash exoffici wrote book  snow oneil etc bet wont hear pbo trash gate 	NOT	OFF
im biggest pussi come scari stuff	OFF	NOT
rt polliepopthadj hahahaha miss shit hoehouston texan	OFF	OFF
drfreezeburnn that bias object fact philli fan cunt	OFF	OFF
wbpictur wish spend  go filthi theatr watch fuzzi screen bad sound annabell	NOT	OFF
us twitter alreadi shutupcrybabi lol rt shallow need one step volunt listen bitch	OFF	NOT
love acoust dome hallway favorit place sing public lie 	NOT	NOT
bitch fuck yo nigga what pussi	OFF	OFF
rt   ya friend nag like yo bitch  mayn chill tf	OFF	OFF
chancelloriv naw bryan said trash hotel stay somewher els	NOT	NOT
thebove csgo bitch	OFF	NOT
rt deolacola dont make rampb like anymor dude use make feel good bust wide open call hoe 	OFF	NOT
bitcheslovestar one mari friend like bitch dont exist 	OFF	NOT
tld hoe  wrong dnt make rite wanna sing	OFF	NOT
bestassbestfac omg ur final lose ur patienc caus ur hoe love  cant stop laugh	OFF	NOT
drake sing shit bitch would buy nwtslmao nobodi even rememb album	OFF	NOT
white trash taken everi chariti organ us	OFF	OFF
rt  said thin mint bitch 	OFF	NOT
shaunrobert end retard	OFF	OFF
rt  im bitch doesnt forget	OFF	NOT
uberfact  sad tv charact death still bitter   stark man	NOT	NOT
rt meldigio yall look fuck retard yall pant ankl	OFF	OFF
bitch realli backpag hoe  watch yo bitch could 	OFF	OFF
rt  women wild animalswel control attitud put place u dumb bitch	OFF	OFF
 freshman year senior year  realli niggah start brother  year ago today  crazi 	OFF	NOT
ms st aint hoe fuckin auburn	OFF	NOT
dope nigga pretti chick gon peopl wantin attent yall gotta grow got hoe shit	OFF	OFF
rt  rt mj fav bitch nigga 	OFF	NOT
wonder bitch got 	OFF	NOT
nigga public new young bitch rubbin face react  probabl aint even seen drake	OFF	NOT
know ultim warrior die god love fag toosoon  antigay crusad littl light joke necessari	OFF	OFF
 bitch love sosa	OFF	NOT
turndowndr jordangrim kushdaddycorr trobwaddup that true idk even convo dumb nigger attent whore	OFF	OFF
rt  dumb bitch broke tv went wal mart fuck wokeup smart tv lol	OFF	OFF
clean bird nest downspout readi rain babi bird respect birdsand bee 	NOT	NOT
rt  sole purpos make money otherwis youd suggest violenc prevent polici actual work piersmorgan	NOT	OFF
rt powblock  hidalgoparadis  olgadontshr lmao hashtag die princess hoe need get twitter lol	OFF	OFF
rt charliedang beauti wall color   dont love bitch shouldnt either  	OFF	NOT
ohvixen bitch crazi	OFF	NOT
come charli sheen come coup machin 	NOT	NOT
rt theatlant meanwhil canada monkey winter coat escap ikea  via theatlanticwir	NOT	NOT
madikat prolli sound like littl bitch	OFF	OFF
hmm ass chunki brain insan	OFF	NOT
