text	labels	predictions
jus wanna watch last episod orang new black netflix jus want bitch 	OFF	NOT
kiefferjason jayleno barackobama naw realli bitch mean yo address	OFF	NOT
heydenbunsyolo bitch u go read wtf put	OFF	NOT
rt ohsnapsitsshaq hoe fun till lose girl realli want hoe 	OFF	NOT
kingcuh teejonez io lol osi tangi haha tuku ho tangibl terryn atunga ho fie lea lahi mai	NOT	NOT
ya bitch wnna ride	OFF	OFF
earli bullshit fuck yall hoe lmfao	OFF	OFF
rt  might ugli hoe aint trippin	OFF	OFF
rt lilnino rip   die attent	OFF	NOT
jstarrtweet pop new york famili yanke obsess sister liter cri heard gonna	NOT	NOT
shantaughth catfish hoe thinkin slick nigga catch 	OFF	NOT
seamstress gon domob action bitch u meaningless da crew	OFF	NOT
u serious bro lol rt cheezmoejenkinz  earli bird special	NOT	NOT
rt  kicker colleg footbal trash like yall cant even make  yard field goalsu got one fuck job	OFF	OFF
rt bobklap ask betanc game  like starter someday  yanke ever ask would  	NOT	NOT
 pacthamac lmaooooo cant wash babi ass honda got caus hoe dont cost 	OFF	NOT
 throw lamp bitch need lighten  true dat	OFF	NOT
karma bitch guess love old	OFF	NOT
rt pass bitch 	OFF	NOT
rt chiefkeef bitch fuckin jus thot mean im tryna take shit next level	OFF	OFF
im pussi ur still dick	OFF	NOT
rt  get bitch hous	OFF	OFF
bitch think fanci old ass cclass get fuck	OFF	OFF
rt ceut bushco use public trash exoffici wrote book  snow oneil etc bet wont hear pbo trash gate 	NOT	NOT
im biggest pussi come scari stuff	OFF	NOT
rt polliepopthadj hahahaha miss shit hoehouston texan	OFF	NOT
drfreezeburnn that bias object fact philli fan cunt	OFF	OFF
wbpictur wish spend  go filthi theatr watch fuzzi screen bad sound annabell	NOT	OFF
us twitter alreadi shutupcrybabi lol rt shallow need one step volunt listen bitch	OFF	OFF
love acoust dome hallway favorit place sing public lie 	NOT	NOT
bitch fuck yo nigga what pussi	OFF	OFF
rt   ya friend nag like yo bitch  mayn chill tf	OFF	NOT
chancelloriv naw bryan said trash hotel stay somewher els	NOT	NOT
thebove csgo bitch	OFF	OFF
rt deolacola dont make rampb like anymor dude use make feel good bust wide open call hoe 	OFF	NOT
bitcheslovestar one mari friend like bitch dont exist 	OFF	OFF
tld hoe  wrong dnt make rite wanna sing	OFF	NOT
bestassbestfac omg ur final lose ur patienc caus ur hoe love  cant stop laugh	OFF	NOT
drake sing shit bitch would buy nwtslmao nobodi even rememb album	OFF	OFF
white trash taken everi chariti organ us	OFF	NOT
rt  said thin mint bitch 	OFF	NOT
shaunrobert end retard	OFF	OFF
rt  im bitch doesnt forget	OFF	NOT
uberfact  sad tv charact death still bitter   stark man	NOT	NOT
rt meldigio yall look fuck retard yall pant ankl	OFF	OFF
bitch realli backpag hoe  watch yo bitch could 	OFF	OFF
rt  women wild animalswel control attitud put place u dumb bitch	OFF	OFF
 freshman year senior year  realli niggah start brother  year ago today  crazi 	OFF	NOT
ms st aint hoe fuckin auburn	OFF	OFF
dope nigga pretti chick gon peopl wantin attent yall gotta grow got hoe shit	OFF	NOT
rt  rt mj fav bitch nigga 	OFF	NOT
wonder bitch got 	OFF	OFF
nigga public new young bitch rubbin face react  probabl aint even seen drake	OFF	NOT
know ultim warrior die god love fag toosoon  antigay crusad littl light joke necessari	OFF	OFF
 bitch love sosa	OFF	OFF
turndowndr jordangrim kushdaddycorr trobwaddup that true idk even convo dumb nigger attent whore	OFF	OFF
rt  dumb bitch broke tv went wal mart fuck wokeup smart tv lol	OFF	OFF
clean bird nest downspout readi rain babi bird respect birdsand bee 	NOT	NOT
rt  sole purpos make money otherwis youd suggest violenc prevent polici actual work piersmorgan	NOT	OFF
rt powblock  hidalgoparadis  olgadontshr lmao hashtag die princess hoe need get twitter lol	OFF	NOT
rt charliedang beauti wall color   dont love bitch shouldnt either  	OFF	NOT
ohvixen bitch crazi	OFF	OFF
come charli sheen come coup machin 	NOT	NOT
rt theatlant meanwhil canada monkey winter coat escap ikea  via theatlanticwir	NOT	NOT
madikat prolli sound like littl bitch	OFF	OFF
hmm ass chunki brain insan	OFF	NOT
rt lebronvuitton dont stand line club secur come escort yellow diamond tell bitch get scorpion	OFF	NOT
bossd old hoe	OFF	OFF
rt killquana hun wrong social network site    lms good morn post someth extra 	NOT	NOT
sotrippywhit right bitch like damn hope get job target bitch better still livin ya momma ass hoe	OFF	OFF
rt  charli crist win democrat primari 	NOT	NOT
catch bodi bitch	OFF	OFF
rt clearlyspoken side bxtches gettin lit outchea yall bird better tighten	OFF	NOT
skrabah dont nigga honki	OFF	NOT
westwestyal phampel woohoo new black kill cracker babi panther rescu racist trash thug ferguson fergusonriot	OFF	OFF
princegreenjr hold back say theyr retard tit fake there	OFF	OFF
  goldiemack shit  man hoe fine amp crazi	OFF	OFF
show last night badass thank everyon came didnt come your retard unless cock sparrer	OFF	OFF
alancasilla bitch wat	OFF	OFF
liveitupjersey dcassandrad badboysix lol cyber bitch slap sure	OFF	OFF
fault yo bitch wanna flip	OFF	OFF
 chingonab well geno ultim faggot	OFF	OFF
nigga alreadi act like bitch get real bitch right hell gone act like pussi rather one shit	OFF	OFF
 pussi	OFF	NOT
 mmmh daili  stori via  exmoshow yellow amp romyrav luv bling	NOT	NOT
cat kill bird make huge mes feather	NOT	NOT
one hoe fine fuck one ugli bitch	OFF	OFF
  bffl love ya funci bitch  went finna fade amp shade ya c day  wedemgirlz 	OFF	NOT
feelin young niggah	OFF	NOT
liveitupjersey  ltlt where go big mouth bitchbusi choke cock told find	OFF	OFF
rt   face make tell bitch  make dat face much	OFF	NOT
itsmand tryin say ofay	NOT	NOT
camcol dont know know name somebodi colder monkey face immigr	OFF	NOT
swear anon fag go protest take pictur post twitter look therelik	OFF	NOT
flabbi bird sound turribl lol ill stick watch paint dri	NOT	NOT
teamdarrion like velcro head moon cricket say fuck jungl bunni	OFF	NOT
like chines buffet hate chink	OFF	OFF
life aint nuthin bitch money icecub nwa	OFF	OFF
rt foodpornphoto oreo cheesecak bite 	NOT	NOT
 white bitch think miley cyrus  	OFF	NOT
text bitch like main materi fuck shit  finna get youza hoe text	OFF	NOT
seein  runnin back forf woyk shit thankin jesus color	OFF	NOT
rt  throw like pizza get stir pussi like featur  tndyy pamiibabesh	OFF	NOT
gociveix egg spam bitch	OFF	NOT
like yeah bitch	OFF	NOT
 bluntsnextdoor good pussi nigga like  funniest thing ive ever seen tl 	OFF	NOT
mark teixeira final step hr coupl bbs yanke	NOT	NOT
hey asidethi graduat cap like fuck bitch detroit 	OFF	OFF
 woaaaahh coat though  warm hoe	OFF	NOT
tayscalf must run browni	NOT	NOT
 talk trash regard sport	NOT	NOT
would date ugli girl also huge bitch	OFF	OFF
halotgmg  nigga know hacki sack hoe nah throw look pass lmao	OFF	NOT
got  bitch bitch snitch finger itchin shot em kitchen makem wash dish	OFF	OFF
nigga put heart eye everybodi pictur  poo la la hoe	OFF	NOT
nigguh	OFF	NOT
 zgabrail    bitch ass nigggaaa	OFF	NOT
crank littl hank sit hood drink im get redneck	OFF	NOT
except use super tan im yellowpal lol	NOT	NOT
im turn heartless bitch	OFF	OFF
hoppykerchev could play  minut charli brown wah wah wah adult sound effect instead	NOT	NOT
sorri wrong bitch 	OFF	NOT
 bitch fuck told sit seat yo dumbass come say sit bitch 	OFF	OFF
wiz need go back yeahhhhhhh bitch okkkk wiz	OFF	OFF
justezzze bitch u fuck nigga	OFF	OFF
rt   christian massacr jihadi muslim slept includ pastor wife amp kid 	NOT	OFF
crhedri pussi lick pussi meow meow   	OFF	NOT
rt lexlloyd yall bitch like  look  	OFF	OFF
rt thevoiceofmiami fella would shit bitch ask like biggi skit  ill take dick go home	OFF	OFF
rt jreynold got nigga got bitch want pnd	OFF	NOT
got dawg norri blue flame bday dat bitch couldnt even drink u pop alcohol ass down	OFF	NOT
rt italianmontana  bromanc pat ant  fuck faggot	OFF	OFF
cant get money silli hoe	OFF	NOT
pocket hella empti bitch steadi choos	OFF	OFF
rt mydickiscal dick call taco bell bitch love mouth hate ass	OFF	OFF
torisantana hell yea went love fuck basic bitch	OFF	OFF
simplycaitlin friend hate ratchet hoe	OFF	OFF
knew  bitch youll better 	OFF	NOT
blackberrytrol blah peopl determin think condescend bitch loss	OFF	NOT
youlovetyl lol girrrrl bitch crazzzzi	OFF	OFF
rt qwyenton dat ghetto shit aint attract	OFF	NOT
european tastetest america white trash snack via sohostyl   hilari foodieish	OFF	NOT
quit suckin dick hop fat ass elsewher cuz aint tryna fuck globe ass bitch got orbit	OFF	OFF
imtoblam listen cuntrag whore bitch shit expens fuck man pr first one year year wed	OFF	OFF
rt  shi glizzi decent af	NOT	NOT
im mickey ds gone ask doubl chees burger wit chees foh	NOT	OFF
im tire bitch actin like loyal lol	OFF	OFF
hunnit hoe hous amp fckn watch dog ass kb ball ion see bih caus broke hell  place goin broke jail	OFF	NOT
rt  ion feel dese nihha 	OFF	NOT
bitch im bout get damn flu shotion care free	OFF	NOT
 cri lost pussi emot sissi get amp front hoe simpl mind amp point brotha like	OFF	NOT
want cooki browni ice cream 	NOT	NOT
kimbal gym today boy carteramp kimbal hoe wouldv stupid	OFF	OFF
nicca  hot paid  buck payperview	OFF	NOT
rt jonnyfcknblaz porn star fanci talk profession hoe	OFF	NOT
billratchet vottomanempir place pussi stach let pussi take ride	OFF	OFF
rt   loyal girl truli come smart mouth amp argumentson hoe let pleas caus 	OFF	NOT
rt  monkey see  	OFF	NOT
music sound million time better car love sub new speaker like mini rave bitch bumpin	OFF	NOT
rt tnicollerauzi alway bitch opposit sex equal scandal larg sum hypocrisi 	OFF	OFF
love bitch cheralynvb  lauriemckinley	OFF	OFF
uncl tom hypocrit 	OFF	NOT
hoop day tire bitch	OFF	OFF
rt  height shit aint cute yall dumb hoe go public look like jack bean stalk  	OFF	OFF
neva bitch nigga dont want problem bro	OFF	NOT
someon part jame x hes white trash cultist	OFF	NOT
rt  charli sheen engag porn star men health tip sex toy  adult toy 	NOT	NOT
tell pussi mineeee	OFF	OFF
parker cannon lyric beauti bitch come best lyric song like fuck man	OFF	NOT
rt thevoiceofmiami start like hoe dont realli like give pussi consist basi	OFF	NOT
toetancchamon wild nog even checken op twitter hoe het ging maar zon heftig wond niet verwacht heftig sterkt amp beterschap hoor	OFF	NOT
let bitch say got small dick god ill whip shit show everyon room got bless	OFF	OFF
 kobebry shut fuck fuck trash nigga work anoth  	OFF	OFF
rewrit tinker offici languag regard samesex relationship divorc remarriag etc noth set stone	NOT	NOT
alexand skarsgard roommat declar hes sexi albino lizard dont know that sexi kinda	NOT	OFF
kiefferjason bye bitch	OFF	OFF
rt  vont tweet like bitch final	OFF	NOT
pennythegoat right pussi	OFF	OFF
sober soul wasnt interest bitch im live  ggl 	OFF	NOT
rt thecoreyholcomb long finger dike hoe pull glove instead wink bitch tri suck	OFF	OFF
rt iaintshitbruh white bitch win smh  fuck hate 	OFF	NOT
bitch flawless af	OFF	OFF
teapot great gif got sourc url gif	NOT	NOT
hoe u eat candi corn	OFF	NOT
sometim ppl stay marri cuz conveni u constant bitch amp complain amp sleep separ room time reevalu	OFF	NOT
rt shemoansnooki cant even tell bitch hey without think tryna get lmao yall sumn els get real	OFF	NOT
oh god oh god im go bitch mob parti today oh god	OFF	OFF
 haahaa dumb bitch	OFF	OFF
headach bitch 	OFF	OFF
play money like play emot nigga dont believ guess go find hoe ass nigga	OFF	NOT
rt northphilliest  rt curbyourho ao got bitch home scroll ig like  	OFF	NOT
sapet che vi odio ho finito	NOT	NOT
dont danc iggi trash like music	NOT	NOT
jake gettin da bitch rn	OFF	NOT
bad bitch line tryna give brain	OFF	OFF
rt nickiminaj u bitch could neva get buy dem snack fuk wit	OFF	OFF
rt louievre dyke bitch walk around proud pregnant girlfriend like got pregnant	OFF	OFF
 hate bitch tri put friendzon bitch im tryin score put endzon  soul	OFF	NOT
rt itsgirllcod reason mermaid period pant perfect hair u get lure men deathalso free clam bra	NOT	NOT
rt rachiesoul hoe aint loyal	OFF	OFF
eye brow finna fleekat fleek bitch 	OFF	OFF
hes good footbal playerbut still act like nig	OFF	NOT
rt harrystyl bird poop	NOT	NOT
ilgdaili smoke weed public fuck cop man wanna dont run come retard	OFF	OFF
sneakerluk wojtata mikeymikerowav joecushkush poor  annoy ass cunt fan dont care know	OFF	OFF
httrdcrise fuck redskin bitch	OFF	OFF
oliv your make  clam bet  hope live	NOT	NOT
juliadbrock still talk anim know asian folk would love see prepar pussi eat	OFF	NOT
rt jamajam im say im  stud fuck tranni wont let bitch strap muhfucka childish lol	OFF	OFF
rt otbva judg fuckin retard	OFF	OFF
love peopl bitch athlet pay muchlik theyd turn millionswhat fuck ever	OFF	OFF
what queen without kinga lone ass bitch	OFF	OFF
thenymphotweet hicki thigh right pussi gtgtgt right	OFF	NOT
damn go ova dea n get ass  kno wat look like bitch play  duti frequent	OFF	OFF
mean bitch whilin gone get knock tf	OFF	OFF
jundish thank god im  old redneck bitch memphi tn troll	OFF	OFF
bitch made dude actin bitch made	OFF	OFF
stop text hoe good morn	OFF	NOT
rt workaholicadam got  problem bitch heard call bitch 	OFF	NOT
easi congo rt  fuckin faggot rt humbltonbank though eat lunch road frequent	OFF	OFF
rt apthecr bellabelcastro realest bitch know lol	OFF	NOT
xpriceless correct bitch yo illiter ass wanna eat pussi got center street boy dat u suck nun major	OFF	OFF
rt joebudden women america overst valu pussi	OFF	NOT
rt forthemen hoe aint loyal 	OFF	OFF
thirsti fo da bitch saggin pant n shit  shit paid much belt betta crack bitch	OFF	OFF
huffingtonpost look like littl porch monkey	NOT	NOT
rt oldbrooklynjim cleveland brown fan go bitch blow win week believeland gobrown	OFF	OFF
justezzze bitch look like one charact sesam street yo ugli ass	OFF	OFF
rt onlybiirdstweet big booti bitch  big booti bitch 	OFF	OFF
rt stevestfl ur faggot chang name bday get bday tweet aint fb nigga fuck yo birthday	OFF	OFF
im rich niggaaaaa need rich bitch	OFF	NOT
im hand time ta murk bitch	OFF	NOT
 bitch lol	OFF	OFF
megynkelli dont understand need multipl autopsi guess theyr go keep slant  offic	NOT	NOT
datachick human realli need get past whole slow stare scene accid ape mental 	NOT	OFF
lil cuz need help bitch	OFF	NOT
rt bigbluexpress cal day giggl head yanke stadium hang derek jeter yep coach uk probabl 	NOT	NOT
rt schooigiri say nigger love	OFF	OFF
honest dont understand men love bash women make feel good suck dick soooo goood ho 	OFF	OFF
rt honeysay  sometim u gotta shut tha fun get tha  rite get ugli hoe 	OFF	NOT
blessjesus amo  hate one uphold justic court detest one tell truth	NOT	NOT
callmerene wussup bitch	OFF	OFF
ctrembz sure follow fabul bitch face	OFF	OFF
ncpostgrad bitch pleas	OFF	NOT
hang daney ari today   bitch 	OFF	OFF
rt ilovebamf held like babi bird  come like friend aint loyal  	NOT	NOT
rt longlivechri project hoe  bitch get incom tax shit like 	OFF	OFF
ratchet ass bitch gonna nobodi blame get std	OFF	OFF
rt collegehumor fulli support samesex marriag ill never stop call friend faggot	OFF	OFF
rt blasianbytch graceishuman rhiannonrevolt yellow face	NOT	NOT
rt  whos blame yanke underperform year ump manag ebola outbreakhow bout 	NOT	NOT
rt brickannn bitch slutti enough without costum lol damn	OFF	OFF
bradley cooper win oscar ryan gosl imma cut bitch	OFF	OFF
lmfaoooooo gay fuck rt pubesonfleek  get two faggot tl 	OFF	OFF
kevinthege ok want know bitch  your im	OFF	OFF
karazopfi send bitch express mail overnight deliveri	OFF	NOT
handicap sticker bitch park want	OFF	OFF
rt shaeboogi bitch cute mouth close smile fuck yall bye teeth 	OFF	OFF
bitch cant take joke itszprincessz iggyazalea	OFF	NOT
rt craziestsex kill bitch  	OFF	OFF
doesnt affect kid affect faculti staff work school queer	OFF	NOT
rt marijuanapost ever leav around bitch  get stone	OFF	NOT
dont worri bout got arrang bitch mind busi stay lane 	OFF	NOT
rt   lmfaoooooooooo rt coochcak lmaooo rt mypotnab faggot ever wore tall tee amp took 	OFF	OFF
like got death touch rt tenebriscor bitch stand front look like rogu xmen	OFF	OFF
rt  enough mind fuck pass fuck nacho cunt	OFF	OFF
sonnen faggot	OFF	OFF
zellgotdaloud bitch tryna get free promot n shit lmaooo see tha cut	OFF	OFF
ugh hes mine bitch hes mine amp mine that babi man know amp awar that	OFF	OFF
pierc wouldv easili drain shot us hes trash smh	NOT	NOT
rt vexedment draya realli catch tan son look window like ikea monkey everybodi trick 	NOT	NOT
bitch think care talent	OFF	OFF
godaddi hope guy get attack support sopa bunch dirti snake faggot	OFF	OFF
rt blazethegreat hate nigga get mad cuz fuck girl realli happi show bitch unloy	OFF	NOT
yea bitch  dat shit feel 	OFF	OFF
 honest perform red carpet trash hahahaahahahaha	NOT	NOT
rt  prolli dont like niggah dont realli give fuck feel 	OFF	NOT
well feel like bitch 	OFF	OFF
nigga sooooo pussi swear dont talk im action	OFF	NOT
rt dameatisthick invit fuck smell yo pussi across room man aint dinner cook 	OFF	OFF
bird aim dream 	NOT	NOT
lame buy cloth look like real militari clothingif wear make fun youyour  star bitch	OFF	OFF
americanmirror praedor cop bitch slap wanna b st thug got tm got dead see dont slap cop r law	OFF	OFF
rhythmixx told mariam cigarett birthdayyou also call trash rn	NOT	NOT
hate bitch keep say yassss like like bitch u sound stupid stfu	OFF	NOT
rt yaboylilb ride pussi gym class butt scooter 	OFF	NOT
lilmrsspiffi bout tri hoe next	OFF	NOT
rt wbkaylaa fake bitch  hey girl  	OFF	OFF
sammylightn tim pussi	OFF	NOT
bitch crazzzyyyyyy	OFF	OFF
jon jone lost respect turn fight like bitch hope lose next fight jonnybon	OFF	NOT
therealoweifi good one fuck bitch ass	OFF	OFF
coleyce let make coupl tweet cuzzo page wont get twitter jaillmao bitch dont trick	OFF	NOT
  repost   kush blunt convo simpl mind ho made pic bet	OFF	NOT
rt glodeh shitti booti ass talm prep ralli bitch yall prepar 	OFF	OFF
mommajjojo smileitsalexx oh basic bitch day mhmmm cours	OFF	NOT
fuck bitch fuck piss take  second take  fuck minut 	OFF	OFF
aint cuf bitch that post sex gif mayb im differ	OFF	OFF
dumb ass bitch swear	OFF	OFF
rt  hate nigga slobin blunt like eatin pussi amp nerv tri amp pass im good nigga 	OFF	NOT
   raygin bitch get dem feel get new  	OFF	OFF
got problem bring tens yo bitch ass  	OFF	OFF
molssyo one us drug your still wrong  currieburri hahahahahahah im bitch sometim 	OFF	NOT
id anyth oreo vanilla bean drink dunkin amp chocol chip muffin tooim starv amp sound good	NOT	NOT
 smoke good weed bad 	OFF	NOT
tell itti bitti bitch pipe	OFF	NOT
rt highclasscapri im go bitch tread care	OFF	NOT
rt mrfourtwentyy bitch tri suck strap that get kick	OFF	OFF
ballzahoy cowboy 	NOT	OFF
rt matthasthemus selfpaidyayo ogmaco u aint make music sip henni u bitch maco winnin island 	OFF	NOT
yeah hoe	OFF	NOT
 dunleavi cracker ass honki	OFF	NOT
aint time hoe get lol ariana mom say us	OFF	NOT
kiefferjason done act like littl bitch  year old nephew realer scari ass sunset time u dumb fuck	OFF	OFF
im goin back school hoe class two	OFF	NOT
hair cute wit sessi face ex bitch like pictur shit like fucc	OFF	OFF
 anaconda dont anaconda dontmi anaconda dontwant none unless got goal hun  smh  white ass niggah 	OFF	NOT
rt theartoftril dolph hoe bout rock dj holiday show memphi	OFF	NOT
rt amgllcceo social network got bitch head like  	OFF	NOT
happi hangov bloomington btown iubb iu indiana hoosierdaddi hoosiern hoosier resurrect complet ncaa 	NOT	NOT
hate hoe	OFF	OFF
sup bitch	OFF	OFF
yanke good mood today	NOT	NOT
billperiman send fuck muzzi home doj come get motherfuck	OFF	OFF
rt thevoiceofmiami wonder mani yall hoe got homegrown sex tape onlin uoeno	OFF	NOT
rt cosabandonada parqu de atraccion abandonado en  	NOT	NOT
fuck hostess liquid  strike continu thursday end twinki  	OFF	NOT
dequaan khidzay  extra shit im see hoe weekend	OFF	OFF
im glori bitch  	OFF	NOT
rt dignifiedpur tonygoldwyn could help melli revolv doorshap head ho arent quiet your ball deep 	OFF	NOT
rt bmoremartyr  fuck wrong think wife 	OFF	NOT
aye jalen borrow  dollar aint like yu aint got two job well borrow pussi aint like yu gone give head	OFF	NOT
plan die soon im total go write kenobi sole heir hes thing local  trust	NOT	NOT
kiefferjason bitch show tweeteddm text call u ask u tryna meet bitch ur fuck weak	OFF	NOT
gtfoh u bitch ass ref	OFF	NOT
rt kathrynbruscobk think windturbin bad bird compar  via bloombergnew  via 	NOT	NOT
rt advicetowrit bird doesnt sing answer sing songmaya angeloupoetri write	NOT	NOT
rt  donquixtot trash tbh startmikevik	NOT	NOT
rt fewjr dont trust  bitch fake  nigga faker  fuck yall id rather fuck 	OFF	OFF
bitch fake sack potato	OFF	OFF
hoe bust nut get rt	OFF	OFF
rt josepheach demandeveryonesmoney ampobjectscollect beredistributedamongtheirsupport	NOT	NOT
hardbal milbank chris stop angri bird spit n dana go hail ur racial tendici u didnt infor carter rt n u never talk abt	NOT	NOT
alway black bitch that constant late af reason couldnt refus ladi free til  amp  shot	OFF	NOT
rt lightskinchink vine still funni shit  mani nigger store 	OFF	OFF
okay either scubakitteh super dyke weird car sex fetish	OFF	NOT
hoe aint loyal	OFF	OFF
doubl stuff oreo mane say	NOT	NOT
justdoitrob big titti bitch lmao fuck good parti	OFF	OFF
soundtracktoki hoe ass nigga aint get nobodi free agenc	OFF	NOT
rt highschoolsuckz horribl friend read text put phone someth forget repli  	NOT	NOT
rt bestofnik nike beani nikeporn 	OFF	NOT
selfmadeeyg wya bitch	OFF	NOT
princessmorggan yeah lie that delet nigger	OFF	OFF
woke feel like bitch gonna stop act like bitch weak shit focus time bruh	OFF	OFF
  what good  gym look hoe hit u later	OFF	NOT
 seriousle aint gone lie amp old head say see  nah retard	OFF	OFF
die throw coupl bad bitch casket	OFF	OFF
let tell yalli glass someth sweetthi bitch brought full glass im think thing start gulp	OFF	NOT
enjoy eccentr rayevernham americarna charli daniel appear two three episod watch	NOT	NOT
 quick game sox yankshop get home soon	NOT	NOT
 herd dope boy  herd gold digger   know real bitch  fuck like real niggah 	OFF	OFF
dumb nigguh	OFF	NOT
gotta love undignifi sprint across yellow light transfer buse first one dawdl	NOT	NOT
yo kaycimalynn miss ya cunt	OFF	OFF
nigggapino bitch got  amp im trinna chang  	OFF	NOT
bitch live countri two choic presid fifti choic miss america 	OFF	OFF
end day senior still love young fresh pussi west case close	OFF	NOT
rt andresdavid say care come privileg posit may never experi queer person goe may 	OFF	NOT
 brother tf negro	OFF	NOT
dat bitch wild shit lls	OFF	OFF
rt swaaggyyv fuck chink clash clan alway fuck bitch ass kamikaz faggot	OFF	OFF
lkxox bitch	OFF	NOT
bitch aint shit forgot mention 	OFF	OFF
dgotbrick happen vixen ent bitch got ran threw side like foothil bitch	OFF	OFF
andersondrlja im sick self serv politician stand bo trash america wearerepublicnotregim impeachobama	NOT	NOT
rt weirdstyl  hoe lmfao	OFF	NOT
niggah tl get	OFF	NOT
mvckfadden stay beauti bitch	OFF	OFF
 freez bitch 	OFF	OFF
phone drier yo bitch scalp 	OFF	NOT
man bitch beauti helen troy	OFF	OFF
rt brooooo hoe trynna gay lmao	OFF	NOT
chines maverick communic comrad  u know give imperialist yank birdi 	NOT	OFF
breezypetey least went wasnt bitch	OFF	OFF
one world promin jihadi forum got shut  	NOT	OFF
 bitch hella late went yesterday lol	OFF	OFF
nicca gass hoe never gone pop  smh  prolli never gone meet wastedenergi	OFF	OFF
kamrene ugli nigger	OFF	OFF
pussi put ass sleep	OFF	NOT
rt theegreekgod girl know got hoe 	OFF	NOT
rt  im one faggot hate word mine	OFF	OFF
liter look bc kid pussi	OFF	NOT
hoe gotta pay compani	OFF	NOT
jsimsrom guy main coon total cuddl bum everi one ive ever met super friend	NOT	OFF
prissypisc im talkin bout slut hoe general	OFF	NOT
rt nostalgicmik aw yall hoe hate girl look like dude 	OFF	NOT
manner black folk take kid ride ghetto point misplac youth victim amp curs brethren say	NOT	NOT
 photograph doesnt back stori start pussi  cantknockthahussl	OFF	NOT
luv watch gas monkey havin classic	NOT	NOT
ibanexx misflam deathcorebab dont wanna get look funni say nigger public	OFF	OFF
rt leslieeeixta bdub pack beaner 	OFF	OFF
haha niggah  gave  cant keep  loser 	OFF	NOT
intern polic oper disrupt shylock bank trojan  computerworld guardianintern poli 	NOT	NOT
mzkimberz call hoe lol	OFF	NOT
cant wait see bitch dutchess	OFF	OFF
im light skin niggah 	OFF	NOT
rt thefactsbook twitter bird logo  join  egg home button birdhous 	NOT	NOT
 mariaobregong   citizen said maria spic	OFF	OFF
rt mydickiscal dick call cute relationship bitch realli want	OFF	OFF
brother asshat friend think okay vandal properti hes racist wana redneck	OFF	OFF
bartend becom real bitch bartend way way taller bar design holi back pain	OFF	NOT
rt lamlildurk black girl hoe caus fuck nigga money reveng dumb shit like	OFF	OFF
  basic foam  ugli dem bitch look big long floppi nh	OFF	OFF
dont worri nigga see worri nigga dont see dat da nigga fuckin yo bitch	OFF	NOT
dont subtweet  name real ugli bitch	OFF	NOT
u see bitch  month like yea im boy   bitch u twerk dicc vday weknow	OFF	NOT
smile bitch hate	OFF	OFF
orient galleri blog new land free enterpris 	NOT	NOT
  yellow tower gilbert clae 	NOT	NOT
rt xdalovelytishai nigga go broke hoe	OFF	NOT
lmao joe call whitehous offer advic yeah presid care disgrac former redneck hous guy fl say morningjo	NOT	NOT
rt   wbdyllon  messi trash	NOT	NOT
im done lifegmelgenuin im readi wake pussi breakfast everyday	OFF	NOT
rt torahblaz  asham ill singl life fuck w nasti faggot ass white man	OFF	OFF
love bitch take selfi tongu gearin money shot	OFF	NOT
chanc make champion nicca aint noth stop	OFF	NOT
maddsland  welcom back b without daili rant tl trash af	NOT	NOT
seen sweater  flashi wanna get gotta get say boyfriend bitch puppi 	OFF	NOT
  im pretti sure shes bad bitch word shawti dime	OFF	NOT
never mean broke keep make seem like ass never went parti fuck bitch	OFF	OFF
live twobit browni	NOT	OFF
dat u cant pass bitch cuz dey ah make seem like u sweat demman u knw dat man couldv fuck u	OFF	OFF
money neat bitch freaki everybodi kno aint secret	OFF	OFF
rt   fight bitch like legal	OFF	OFF
rt stunningstina know your fuck bitch right lol	OFF	OFF
wienerherzog perfect stock photographi articl let leprechaunlook handyman get liquor cabinet	NOT	NOT
littlepuffin hoe 	OFF	NOT
bigot demand recount idaho gay right ordin referendum  tcot teaparti teabagg lgbt	NOT	NOT
girl hoe aint steal anyon man stfu	OFF	OFF
rt tristabe use shit aint shit bitch	OFF	NOT
dont trust hoenev trust hoe	OFF	OFF
 cowboy win game regular season get playoff trash af  hate ass nigga	OFF	NOT
 answer snapchat faggot butthurt	OFF	OFF
suzan realli go make get sofa find damn silverwar golli old bitch	OFF	OFF
rt cloydriv fella dress real men halloween caus youv actin like bitch year long merica	OFF	OFF
cokefuckedyou im bitch insomnia shit bed sinc midnight	OFF	OFF
rt cloutgod horribl rapper  tyga  trash rapper ever want yellow nigga corn cob smack mom heard 	OFF	NOT
heard mom go v annoy bitch fuck expect slept long im hungri bye felecia	OFF	NOT
boycott racist redskinsredskinschangethenamechangethemascot	NOT	OFF
well jhud give bae got home work ima throw pussi  	OFF	NOT
alexiscarfield ya damn right nigglet	OFF	OFF
   bitch get outta dumb   	OFF	OFF
rt fckwhatyathink uceina  dont wanna rant bc first impress would im bitch  lmao	OFF	NOT
eattin pussi im startin get chubbi	OFF	NOT
 pussi aint coochi sinc  	OFF	NOT
lovin hoe that bitch put pipe suckin dick that bitch give goodnight kiss	OFF	OFF
rt hiphopisdeaddd top ten rapper     	OFF	NOT
rt woodyafc saw great chimpout  summer ago middl age salvadoran  yr old son got wast  beaner metlif 	OFF	OFF
rt justcurrieon  christooshifti lol aye watch mouth like mention faggot	OFF	OFF
rt sassyce yall hoe	OFF	NOT
