text	labels	predictions
current listen imperi march tradit play prepar slash bitch	OFF	OFF
bshiznitt italianmontana wtf bitch seen without	OFF	OFF
chrisheben motherfuckin bullshit slingin son whore disgrac vet ur crap go pussi land u belong	OFF	OFF
undesir rt kinghorsedick vianawf  bitch big bruh	OFF	OFF
yall gorgeous women aint gorgeous realiz got ugli bitch attitud	OFF	OFF
rt saraluvvxxx today glennalfonso hair makeup alway tri make look like monkey 	NOT	NOT
ofcours someon ask els eat jackass goe browni big surpris dingbat	OFF	OFF
mother natur drunk bitch know parti	OFF	OFF
 wccorosen sick trash talk cocki attitud  ref take control need	NOT	OFF
nikki minaj proof natur better  minim best  yall hoe overdo	OFF	NOT
rt adamsank julia robert seem complet shock shes nomin hey julia  your gown jig 	NOT	NOT
talkin shit bitch look like lineback messinwithsasquach	OFF	OFF
sound like total bitch im tire peopl kid back school  aint post pic back colleg day	OFF	OFF
lmao left 	OFF	NOT
aint nun ordinari bitch 	OFF	OFF
your act like bitch bitch there problem	OFF	OFF
zayyswanson emanimilan im jus tryn figur dem nicca togeth like dat	OFF	NOT
rt dabosss  oomf lie know dont bore brusli fckn bald head 	OFF	OFF
realfort grudg weirdosand bitch	OFF	OFF
rt alexpappa rick scott refus appear debat stage charli crist illeg electron fan  	NOT	NOT
realli know know problem go hate ass bitch	OFF	OFF
rt jakesiwi bhasfurt pussi	OFF	NOT
rt lilduv one good woman worth thousand bad bitchesbut still wanna fuck thousand bitch	OFF	OFF
got bitch ass cowork stay late everi day last week dont complain mfs stay late send email left	OFF	OFF
 yo new niggah cant dress better  even close look better  dnt tri make 	OFF	OFF
rt flavorpil tori amo matter ever  via nme	NOT	NOT
stupid ass hoe	OFF	OFF
said bitch boy 	OFF	OFF
think figur white trash american come rural part europ	OFF	OFF
make bitch famous	OFF	OFF
smokin loud yo ass panick wwn show hoe start vanish	OFF	OFF
rt killallsimp girl told period immedi power bomb hoe ass	OFF	OFF
big homi drizzi threaten hoe 	OFF	NOT
switcheroo yo main hoe hell naw niggga dont save hoe	OFF	OFF
realli hoe shyt u know im hoe mr	OFF	NOT
rt bitchbeeasi nigga w bitch tendencieslt	OFF	OFF
acehudsonjr bitch tryna take money g	OFF	OFF
big ass smile eye chink	OFF	OFF
lil bitch vet say need dog	OFF	OFF
bitch hit hoe 	OFF	OFF
rt theaprilfool fuck hoe   nigga waka hate  man 	OFF	OFF
murda mook rip shit	OFF	OFF
easi pussi doesnt motiv	OFF	NOT
rt thefoodbibi deep fri oreo 	NOT	NOT
rt niggasblik nigga aux cord playin trash shit 	OFF	OFF
good morn twitter make today posit one cant beat mani meaniefac possibl also hate flappi bird	NOT	NOT
 aint 	OFF	NOT
julesdanesi cowboy fan cunt stop press	OFF	OFF
that duck face that result walk pole tweet your retard	OFF	OFF
rt ripienaar fox news present mock femal pilot took part campaign isi wtf 	NOT	NOT
side bitch	OFF	OFF
rt nohoesnextdoor mimi proud hoe	OFF	NOT
dis hoe wasnt dis violent lotteri ticket 	OFF	NOT
 call basic bitch im sure feel	OFF	OFF
softestmuffin torahblaz  billi goat hillbilli suck amp fuck disgrac brazzen face unabash pig	OFF	OFF
lol honki talk trash im done shit growup whitetrash	OFF	OFF
 jimmccloskey fran hillbilli virginia mountain man  white anglosaxon belief frankensteinmd kikm	NOT	NOT
rt ajjacob learn  japanes polit plot assassin charli chaplin pleaseoptionthistweetnow back 	NOT	NOT
twitter taught mani bitch made nigga world dont fool	OFF	OFF
tire butthurt samsung commerci ya phone trash b dont want em	OFF	OFF
rt woridstarhlphop bruh threw bitch 	OFF	OFF
stand red corner  weigh  pussi destroy champion world adam nobodyknowshisrac smith	OFF	NOT
rt twelvestarr nigga catch attitud expect bitch beg plenti sorri figur what problem	OFF	OFF
right sotyannaxo bitch say posit vibe bitch make fun someon weight	OFF	OFF
rebelsci use actual woman genet engin lab natur clone someth faggot rome	OFF	OFF
show obama call whitish yall motherfuck would cri racist like lil bitch blackish	OFF	OFF
 bitch frozen ever let  	OFF	OFF
rt somexlcan need twinki got gansito	NOT	NOT
fitzpatrick trash bruh	NOT	OFF
  dont suck tho your mad your trash carri alway  point	NOT	OFF
elisepalm your cheat mickey bubbl	NOT	NOT
yall entertain bitch az nigga hit women smh rais	OFF	OFF
rt milesss like your bitch bitch cuz got flower emoji tweet doesnt mean your 	OFF	OFF
rt yanke congrat derek jeter start shortstop  final allstar game farewellcaptain 	NOT	NOT
 wanna go lil shit tonightbut way bitch face set wantin slap em see 	OFF	OFF
chanelisabeth im subtweet sister hoe	OFF	NOT
got main bitch got new hoe love ak got 	OFF	OFF
rt  hate im wcw ass bitch 	OFF	OFF
ayefuckwoodi  liter eat asshol live actual faggot seem littl confus	OFF	OFF
titti wreck ya bitch	OFF	OFF
lmao rt  yeah pussi cee rt yolac come get breakfast boom rt ceeross breakfast plz	OFF	NOT
royallyk say one fill empti hole insid worship royal  u kno may rage snotti bitch	OFF	OFF
rt bobhel whoever call lowest common denomin stupid pussi number probabl matur 	OFF	OFF
rt uptownbyrd philli full type hoe broke bitch 	OFF	OFF
snapchat selfi instagram selfi noth bad bitch week man go 	OFF	OFF
gudnight keep pussi tight	OFF	NOT
im say twitter pic look like guido love pattyfuckingbog	OFF	OFF
play music kitchen mom keep ask toni give bitch heart rather purs	OFF	OFF
tell hate niggah stfu	OFF	OFF
slide hoe dms like 	OFF	NOT
redneck race freeway gte	OFF	OFF
 ohwaititsk  pussi 	OFF	NOT
hellootitti nigger	OFF	OFF
rt arizzleindacut femal think date pussi cute 	OFF	NOT
peopl play fantasygam white trash	OFF	OFF
rt obeykingkelvin  gotta remind bae got hoe 	OFF	NOT
dem nicca run play quick	OFF	NOT
 bitch fuck amp dad	OFF	OFF
 ex hit miss bullshit lol bitch  	OFF	OFF
rt liveanduncut lot easier let go girl find shes give pussi like goodi bag birthday bash	OFF	NOT
rt ikesizzl trey songz album singl hoe ass nigga lol	OFF	OFF
teabagg state like mississippi oppos minimum wage child labor law union proscab sweatshop work  pretti much slaveri	NOT	NOT
 told niggah maya angelo die niggah gon ask  red ninja turtl   wtf 	OFF	OFF
rt elchavaloko whiteponyjr  ericmarin see guy kick long hair faggot lil video game team	OFF	OFF
bitch remi stuck  	OFF	OFF
time find monkey term script	NOT	NOT
lmaooooo rt sirasshol sit ghetto girl seat lunch 	OFF	OFF
happi birthday liter craziest bitch know jdellasperanza im happi im relat u 	OFF	OFF
rt iamdizzi hoe gone hoe dat  nd nigga broke hoe act funni	OFF	OFF
rt femai nah go talk ur hoe sinc u dont wanna text back n shit 	OFF	OFF
kiefferjason bitch say traffic stop bitch stop make excus	OFF	OFF
last night bitch talk bout wanna smoke amp go wingstop amp  person thought pay	OFF	OFF
 haha bitch team 	OFF	OFF
rt leanandcuisin bitch see kati perri pic  kati perri fit  	OFF	OFF
new avi bitch weak	OFF	OFF
bout tht time hoe gettin dick	OFF	OFF
rt keyshbechillin bitch done kegal today	OFF	OFF
bitch gotta realiz nigga want  doesnt sever occas 	OFF	OFF
rt gotmollylov girl realli comfort dude address bitch im sorri never fli	OFF	OFF
rt shanequabullock meet bitch  mansionelan	OFF	OFF
eatmytattoo real nicca shit tho lol	OFF	OFF
 mskyleighmari bitch 	OFF	OFF
pop pussi singl	OFF	NOT
ladi love real nicca	OFF	NOT
phone  cool basic im gir bitch dri n plain 	OFF	OFF
rt exjon cover ir misde creepi littl leprechaun john koskinen cook book teamster amp freddi mac 	OFF	NOT
imessag trash	NOT	OFF
soap wish pussi tho rt imjustceej beard smell like	OFF	NOT
udrewhendersonu nope super chocolatey yummi browni	NOT	NOT
rt stayyegolden  everybodi that still facebook ghetto pregnant 	NOT	NOT
im feel total useless world anoth babi bird found need tlc call drdolittl 	NOT	OFF
im tryn tell yall brah went wit slut n could stop da bitch frm boppin dat shit scari	OFF	OFF
kiant im askin negro lol	OFF	NOT
rt hornyfact girl tweet might ghetto u bring food outsid moviesno u might stupid u pay  	NOT	OFF
rt lebronvuitton fuck feed  hate fat  thick 	OFF	OFF
im long beach california peopl automat think ima badass bitch hahha	OFF	OFF
bother ugli girl bad bitch attitud	OFF	OFF
 inwardforfun bitch denni	OFF	OFF
ride ooo bitch nasti	OFF	OFF
rt makenziesmask yo bitch cho name bitch wanna fuck ya bitch jacey thing say doe  bff babi 	OFF	OFF
hide bitch sister get eat 	OFF	OFF
pop interview remain warm fuzzi	NOT	NOT
want fire cracker babi ass fire work az fire cracker 	OFF	OFF
rt     bitch awesom  	OFF	OFF
jonsweetheart argi	NOT	NOT
 jaynovel let hoe great	OFF	NOT
hate nigga come tell got bitch twitter got bitch fuc wit lol smh	OFF	OFF
cnt trust wont spare bitch ogd 	OFF	OFF
 kiefferjason sbsylvest u pull fuck retard	OFF	OFF
nyjusdntgaf one care nigger	OFF	OFF
dont hit talk bout bitch yo pic get yo ass treat	OFF	OFF
 aint nobodi got time fo dat ghetto black ladi voic	OFF	OFF
 hate  guesss tri talk mee  ass bitch 	OFF	OFF
bitch live littl	OFF	OFF
 beauti bride tell erica congrat rememb nig	OFF	NOT
hoe fuckin care cos look good dont mean shes good	OFF	OFF
bryce happen go fish bitch	OFF	OFF
itssdaviddd retard alert	OFF	NOT
tha hoe	OFF	NOT
punish fit crime instanc take last twinki choke twinki twinki sacr	NOT	NOT
 problem bitch aint one	OFF	OFF
aunt said im handsom fuck hoe	OFF	OFF
 mightymorph big bird big pecker alway mad caus get laid that mother	OFF	OFF
rt yanke expect anyth short firework final homestand farewellcaptain 	NOT	NOT
 got alla da hoe	OFF	NOT
im genuin get mad children video game mickey mous dark big key	NOT	OFF
rt southsidev keebler elv gone make weed browni legal da tree trunk da trap go crazi bro 	OFF	NOT
tkelllz push step back lolol pussi shit	OFF	OFF
 im fuck fag said	OFF	OFF
bitch mob bad health	OFF	OFF
 fk im never wear headband  dont hoop like lil bitch tho	OFF	OFF
intern law enforc oper disrupt shylock bank malwar  pcworld intern law enforcem 	NOT	NOT
pornandroidiphoneipadsexxxx  anal  blond tranni ass fuck 	OFF	OFF
could view futur rosecolor glass libra 	NOT	NOT
rt beauutifulna  dont trust  bitch	OFF	OFF
im gonna hoe shit meet cant wait	OFF	OFF
drink corona bitch quit tasti 	OFF	OFF
gotta admit use tell bitch everyth want hear bighead chang way lil bit	OFF	OFF
 youv good friend  glad got honki ass let fuck shit year	OFF	OFF
day juan jim im total bitch mode hope week ty realwalliewal	OFF	OFF
rt losbeonit guy your constant asshol doesnt give damn beyond ur pussi	OFF	OFF
softestmuffin  torahblaz end day call yo dumb ass monkey pickananni hoe u luv white devil	OFF	OFF
jus wanna watch last episod orang new black netflix jus want bitch 	OFF	OFF
kiefferjason jayleno barackobama naw realli bitch mean yo address	OFF	OFF
heydenbunsyolo bitch u go read wtf put	OFF	OFF
rt ohsnapsitsshaq hoe fun till lose girl realli want hoe 	OFF	NOT
kingcuh teejonez io lol osi tangi haha tuku ho tangibl terryn atunga ho fie lea lahi mai	NOT	NOT
ya bitch wnna ride	OFF	OFF
earli bullshit fuck yall hoe lmfao	OFF	OFF
rt  might ugli hoe aint trippin	OFF	NOT
rt lilnino rip   die attent	OFF	NOT
jstarrtweet pop new york famili yanke obsess sister liter cri heard gonna	NOT	NOT
shantaughth catfish hoe thinkin slick nigga catch 	OFF	OFF
seamstress gon domob action bitch u meaningless da crew	OFF	OFF
u serious bro lol rt cheezmoejenkinz  earli bird special	NOT	NOT
rt  kicker colleg footbal trash like yall cant even make  yard field goalsu got one fuck job	OFF	OFF
rt bobklap ask betanc game  like starter someday  yanke ever ask would  	NOT	NOT
 pacthamac lmaooooo cant wash babi ass honda got caus hoe dont cost 	OFF	OFF
 throw lamp bitch need lighten  true dat	OFF	OFF
karma bitch guess love old	OFF	OFF
rt pass bitch 	OFF	OFF
rt chiefkeef bitch fuckin jus thot mean im tryna take shit next level	OFF	OFF
im pussi ur still dick	OFF	OFF
rt  get bitch hous	OFF	OFF
bitch think fanci old ass cclass get fuck	OFF	OFF
rt ceut bushco use public trash exoffici wrote book  snow oneil etc bet wont hear pbo trash gate 	NOT	OFF
im biggest pussi come scari stuff	OFF	NOT
rt polliepopthadj hahahaha miss shit hoehouston texan	OFF	OFF
drfreezeburnn that bias object fact philli fan cunt	OFF	OFF
wbpictur wish spend  go filthi theatr watch fuzzi screen bad sound annabell	NOT	NOT
us twitter alreadi shutupcrybabi lol rt shallow need one step volunt listen bitch	OFF	OFF
love acoust dome hallway favorit place sing public lie 	NOT	NOT
bitch fuck yo nigga what pussi	OFF	OFF
rt   ya friend nag like yo bitch  mayn chill tf	OFF	OFF
chancelloriv naw bryan said trash hotel stay somewher els	NOT	OFF
thebove csgo bitch	OFF	OFF
rt deolacola dont make rampb like anymor dude use make feel good bust wide open call hoe 	OFF	NOT
bitcheslovestar one mari friend like bitch dont exist 	OFF	OFF
tld hoe  wrong dnt make rite wanna sing	OFF	NOT
bestassbestfac omg ur final lose ur patienc caus ur hoe love  cant stop laugh	OFF	NOT
drake sing shit bitch would buy nwtslmao nobodi even rememb album	OFF	OFF
white trash taken everi chariti organ us	OFF	OFF
rt  said thin mint bitch 	OFF	OFF
shaunrobert end retard	OFF	NOT
rt  im bitch doesnt forget	OFF	OFF
uberfact  sad tv charact death still bitter   stark man	NOT	OFF
rt meldigio yall look fuck retard yall pant ankl	OFF	OFF
bitch realli backpag hoe  watch yo bitch could 	OFF	OFF
rt  women wild animalswel control attitud put place u dumb bitch	OFF	OFF
 freshman year senior year  realli niggah start brother  year ago today  crazi 	OFF	OFF
ms st aint hoe fuckin auburn	OFF	OFF
dope nigga pretti chick gon peopl wantin attent yall gotta grow got hoe shit	OFF	OFF
rt  rt mj fav bitch nigga 	OFF	OFF
wonder bitch got 	OFF	OFF
nigga public new young bitch rubbin face react  probabl aint even seen drake	OFF	OFF
know ultim warrior die god love fag toosoon  antigay crusad littl light joke necessari	OFF	NOT
 bitch love sosa	OFF	OFF
turndowndr jordangrim kushdaddycorr trobwaddup that true idk even convo dumb nigger attent whore	OFF	OFF
rt  dumb bitch broke tv went wal mart fuck wokeup smart tv lol	OFF	OFF
clean bird nest downspout readi rain babi bird respect birdsand bee 	NOT	NOT
rt  sole purpos make money otherwis youd suggest violenc prevent polici actual work piersmorgan	NOT	NOT
rt powblock  hidalgoparadis  olgadontshr lmao hashtag die princess hoe need get twitter lol	OFF	NOT
rt charliedang beauti wall color   dont love bitch shouldnt either  	OFF	OFF
ohvixen bitch crazi	OFF	OFF
come charli sheen come coup machin 	NOT	NOT
rt theatlant meanwhil canada monkey winter coat escap ikea  via theatlanticwir	NOT	NOT
madikat prolli sound like littl bitch	OFF	OFF
hmm ass chunki brain insan	OFF	OFF
rt lebronvuitton dont stand line club secur come escort yellow diamond tell bitch get scorpion	OFF	OFF
bossd old hoe	OFF	OFF
rt killquana hun wrong social network site    lms good morn post someth extra 	NOT	NOT
sotrippywhit right bitch like damn hope get job target bitch better still livin ya momma ass hoe	OFF	OFF
rt  charli crist win democrat primari 	NOT	NOT
catch bodi bitch	OFF	OFF
rt clearlyspoken side bxtches gettin lit outchea yall bird better tighten	OFF	NOT
skrabah dont nigga honki	OFF	OFF
westwestyal phampel woohoo new black kill cracker babi panther rescu racist trash thug ferguson fergusonriot	OFF	OFF
princegreenjr hold back say theyr retard tit fake there	OFF	OFF
  goldiemack shit  man hoe fine amp crazi	OFF	OFF
show last night badass thank everyon came didnt come your retard unless cock sparrer	OFF	OFF
alancasilla bitch wat	OFF	OFF
liveitupjersey dcassandrad badboysix lol cyber bitch slap sure	OFF	OFF
fault yo bitch wanna flip	OFF	OFF
 chingonab well geno ultim faggot	OFF	OFF
nigga alreadi act like bitch get real bitch right hell gone act like pussi rather one shit	OFF	OFF
 pussi	OFF	OFF
 mmmh daili  stori via  exmoshow yellow amp romyrav luv bling	NOT	NOT
cat kill bird make huge mes feather	NOT	NOT
one hoe fine fuck one ugli bitch	OFF	OFF
  bffl love ya funci bitch  went finna fade amp shade ya c day  wedemgirlz 	OFF	OFF
feelin young niggah	OFF	OFF
liveitupjersey  ltlt where go big mouth bitchbusi choke cock told find	OFF	OFF
rt   face make tell bitch  make dat face much	OFF	OFF
itsmand tryin say ofay	NOT	NOT
camcol dont know know name somebodi colder monkey face immigr	OFF	NOT
swear anon fag go protest take pictur post twitter look therelik	OFF	OFF
flabbi bird sound turribl lol ill stick watch paint dri	NOT	NOT
teamdarrion like velcro head moon cricket say fuck jungl bunni	OFF	OFF
like chines buffet hate chink	OFF	NOT
life aint nuthin bitch money icecub nwa	OFF	OFF
rt foodpornphoto oreo cheesecak bite 	NOT	NOT
 white bitch think miley cyrus  	OFF	OFF
text bitch like main materi fuck shit  finna get youza hoe text	OFF	OFF
seein  runnin back forf woyk shit thankin jesus color	OFF	OFF
rt  throw like pizza get stir pussi like featur  tndyy pamiibabesh	OFF	NOT
gociveix egg spam bitch	OFF	OFF
like yeah bitch	OFF	OFF
 bluntsnextdoor good pussi nigga like  funniest thing ive ever seen tl 	OFF	OFF
mark teixeira final step hr coupl bbs yanke	NOT	NOT
hey asidethi graduat cap like fuck bitch detroit 	OFF	OFF
 woaaaahh coat though  warm hoe	OFF	NOT
tayscalf must run browni	NOT	NOT
 talk trash regard sport	NOT	NOT
would date ugli girl also huge bitch	OFF	OFF
halotgmg  nigga know hacki sack hoe nah throw look pass lmao	OFF	OFF
got  bitch bitch snitch finger itchin shot em kitchen makem wash dish	OFF	OFF
nigga put heart eye everybodi pictur  poo la la hoe	OFF	OFF
nigguh	OFF	OFF
 zgabrail    bitch ass nigggaaa	OFF	OFF
crank littl hank sit hood drink im get redneck	OFF	OFF
except use super tan im yellowpal lol	NOT	NOT
im turn heartless bitch	OFF	OFF
hoppykerchev could play  minut charli brown wah wah wah adult sound effect instead	NOT	NOT
sorri wrong bitch 	OFF	OFF
 bitch fuck told sit seat yo dumbass come say sit bitch 	OFF	OFF
wiz need go back yeahhhhhhh bitch okkkk wiz	OFF	OFF
justezzze bitch u fuck nigga	OFF	OFF
rt   christian massacr jihadi muslim slept includ pastor wife amp kid 	NOT	NOT
crhedri pussi lick pussi meow meow   	OFF	NOT
rt lexlloyd yall bitch like  look  	OFF	OFF
rt thevoiceofmiami fella would shit bitch ask like biggi skit  ill take dick go home	OFF	OFF
rt jreynold got nigga got bitch want pnd	OFF	OFF
got dawg norri blue flame bday dat bitch couldnt even drink u pop alcohol ass down	OFF	OFF
rt italianmontana  bromanc pat ant  fuck faggot	OFF	OFF
cant get money silli hoe	OFF	NOT
pocket hella empti bitch steadi choos	OFF	OFF
rt mydickiscal dick call taco bell bitch love mouth hate ass	OFF	OFF
torisantana hell yea went love fuck basic bitch	OFF	OFF
simplycaitlin friend hate ratchet hoe	OFF	NOT
knew  bitch youll better 	OFF	OFF
blackberrytrol blah peopl determin think condescend bitch loss	OFF	OFF
youlovetyl lol girrrrl bitch crazzzzi	OFF	OFF
rt qwyenton dat ghetto shit aint attract	OFF	OFF
european tastetest america white trash snack via sohostyl   hilari foodieish	OFF	NOT
quit suckin dick hop fat ass elsewher cuz aint tryna fuck globe ass bitch got orbit	OFF	OFF
imtoblam listen cuntrag whore bitch shit expens fuck man pr first one year year wed	OFF	OFF
rt  shi glizzi decent af	NOT	NOT
im mickey ds gone ask doubl chees burger wit chees foh	NOT	NOT
im tire bitch actin like loyal lol	OFF	OFF
hunnit hoe hous amp fckn watch dog ass kb ball ion see bih caus broke hell  place goin broke jail	OFF	OFF
rt  ion feel dese nihha 	OFF	NOT
bitch im bout get damn flu shotion care free	OFF	OFF
 cri lost pussi emot sissi get amp front hoe simpl mind amp point brotha like	OFF	NOT
want cooki browni ice cream 	NOT	NOT
kimbal gym today boy carteramp kimbal hoe wouldv stupid	OFF	OFF
nicca  hot paid  buck payperview	OFF	NOT
rt jonnyfcknblaz porn star fanci talk profession hoe	OFF	OFF
billratchet vottomanempir place pussi stach let pussi take ride	OFF	NOT
rt   loyal girl truli come smart mouth amp argumentson hoe let pleas caus 	OFF	NOT
rt  monkey see  	OFF	NOT
music sound million time better car love sub new speaker like mini rave bitch bumpin	OFF	OFF
rt tnicollerauzi alway bitch opposit sex equal scandal larg sum hypocrisi 	OFF	OFF
love bitch cheralynvb  lauriemckinley	OFF	OFF
uncl tom hypocrit 	OFF	OFF
hoop day tire bitch	OFF	OFF
rt  height shit aint cute yall dumb hoe go public look like jack bean stalk  	OFF	OFF
neva bitch nigga dont want problem bro	OFF	OFF
someon part jame x hes white trash cultist	OFF	OFF
rt  charli sheen engag porn star men health tip sex toy  adult toy 	NOT	OFF
tell pussi mineeee	OFF	NOT
parker cannon lyric beauti bitch come best lyric song like fuck man	OFF	OFF
rt thevoiceofmiami start like hoe dont realli like give pussi consist basi	OFF	NOT
toetancchamon wild nog even checken op twitter hoe het ging maar zon heftig wond niet verwacht heftig sterkt amp beterschap hoor	OFF	NOT
let bitch say got small dick god ill whip shit show everyon room got bless	OFF	OFF
 kobebry shut fuck fuck trash nigga work anoth  	OFF	OFF
rewrit tinker offici languag regard samesex relationship divorc remarriag etc noth set stone	NOT	NOT
alexand skarsgard roommat declar hes sexi albino lizard dont know that sexi kinda	NOT	OFF
kiefferjason bye bitch	OFF	OFF
rt  vont tweet like bitch final	OFF	OFF
pennythegoat right pussi	OFF	OFF
sober soul wasnt interest bitch im live  ggl 	OFF	OFF
rt thecoreyholcomb long finger dike hoe pull glove instead wink bitch tri suck	OFF	OFF
rt iaintshitbruh white bitch win smh  fuck hate 	OFF	OFF
bitch flawless af	OFF	OFF
teapot great gif got sourc url gif	NOT	NOT
hoe u eat candi corn	OFF	NOT
sometim ppl stay marri cuz conveni u constant bitch amp complain amp sleep separ room time reevalu	OFF	OFF
rt shemoansnooki cant even tell bitch hey without think tryna get lmao yall sumn els get real	OFF	OFF
oh god oh god im go bitch mob parti today oh god	OFF	OFF
 haahaa dumb bitch	OFF	OFF
headach bitch 	OFF	OFF
play money like play emot nigga dont believ guess go find hoe ass nigga	OFF	OFF
rt northphilliest  rt curbyourho ao got bitch home scroll ig like  	OFF	OFF
sapet che vi odio ho finito	NOT	NOT
dont danc iggi trash like music	NOT	OFF
jake gettin da bitch rn	OFF	OFF
bad bitch line tryna give brain	OFF	OFF
rt nickiminaj u bitch could neva get buy dem snack fuk wit	OFF	OFF
rt louievre dyke bitch walk around proud pregnant girlfriend like got pregnant	OFF	OFF
 hate bitch tri put friendzon bitch im tryin score put endzon  soul	OFF	OFF
rt itsgirllcod reason mermaid period pant perfect hair u get lure men deathalso free clam bra	NOT	NOT
rt rachiesoul hoe aint loyal	OFF	NOT
eye brow finna fleekat fleek bitch 	OFF	OFF
hes good footbal playerbut still act like nig	OFF	NOT
rt harrystyl bird poop	NOT	NOT
ilgdaili smoke weed public fuck cop man wanna dont run come retard	OFF	OFF
sneakerluk wojtata mikeymikerowav joecushkush poor  annoy ass cunt fan dont care know	OFF	OFF
httrdcrise fuck redskin bitch	OFF	OFF
oliv your make  clam bet  hope live	NOT	NOT
juliadbrock still talk anim know asian folk would love see prepar pussi eat	OFF	NOT
rt jamajam im say im  stud fuck tranni wont let bitch strap muhfucka childish lol	OFF	OFF
rt otbva judg fuckin retard	OFF	OFF
love peopl bitch athlet pay muchlik theyd turn millionswhat fuck ever	OFF	OFF
what queen without kinga lone ass bitch	OFF	OFF
thenymphotweet hicki thigh right pussi gtgtgt right	OFF	NOT
damn go ova dea n get ass  kno wat look like bitch play  duti frequent	OFF	OFF
mean bitch whilin gone get knock tf	OFF	OFF
jundish thank god im  old redneck bitch memphi tn troll	OFF	OFF
bitch made dude actin bitch made	OFF	OFF
stop text hoe good morn	OFF	NOT
rt workaholicadam got  problem bitch heard call bitch 	OFF	OFF
easi congo rt  fuckin faggot rt humbltonbank though eat lunch road frequent	OFF	OFF
rt apthecr bellabelcastro realest bitch know lol	OFF	OFF
xpriceless correct bitch yo illiter ass wanna eat pussi got center street boy dat u suck nun major	OFF	OFF
rt joebudden women america overst valu pussi	OFF	NOT
rt forthemen hoe aint loyal 	OFF	NOT
thirsti fo da bitch saggin pant n shit  shit paid much belt betta crack bitch	OFF	OFF
huffingtonpost look like littl porch monkey	NOT	NOT
rt oldbrooklynjim cleveland brown fan go bitch blow win week believeland gobrown	OFF	OFF
justezzze bitch look like one charact sesam street yo ugli ass	OFF	OFF
rt onlybiirdstweet big booti bitch  big booti bitch 	OFF	OFF
rt stevestfl ur faggot chang name bday get bday tweet aint fb nigga fuck yo birthday	OFF	OFF
im rich niggaaaaa need rich bitch	OFF	OFF
im hand time ta murk bitch	OFF	OFF
 bitch lol	OFF	OFF
megynkelli dont understand need multipl autopsi guess theyr go keep slant  offic	NOT	NOT
datachick human realli need get past whole slow stare scene accid ape mental 	NOT	NOT
lil cuz need help bitch	OFF	OFF
rt bigbluexpress cal day giggl head yanke stadium hang derek jeter yep coach uk probabl 	NOT	NOT
rt schooigiri say nigger love	OFF	OFF
honest dont understand men love bash women make feel good suck dick soooo goood ho 	OFF	OFF
rt honeysay  sometim u gotta shut tha fun get tha  rite get ugli hoe 	OFF	NOT
blessjesus amo  hate one uphold justic court detest one tell truth	NOT	NOT
callmerene wussup bitch	OFF	OFF
ctrembz sure follow fabul bitch face	OFF	OFF
ncpostgrad bitch pleas	OFF	OFF
hang daney ari today   bitch 	OFF	OFF
rt ilovebamf held like babi bird  come like friend aint loyal  	NOT	NOT
rt longlivechri project hoe  bitch get incom tax shit like 	OFF	OFF
ratchet ass bitch gonna nobodi blame get std	OFF	OFF
rt collegehumor fulli support samesex marriag ill never stop call friend faggot	OFF	OFF
rt blasianbytch graceishuman rhiannonrevolt yellow face	NOT	NOT
rt  whos blame yanke underperform year ump manag ebola outbreakhow bout 	NOT	NOT
rt brickannn bitch slutti enough without costum lol damn	OFF	OFF
bradley cooper win oscar ryan gosl imma cut bitch	OFF	OFF
lmfaoooooo gay fuck rt pubesonfleek  get two faggot tl 	OFF	OFF
kevinthege ok want know bitch  your im	OFF	OFF
karazopfi send bitch express mail overnight deliveri	OFF	OFF
handicap sticker bitch park want	OFF	OFF
rt shaeboogi bitch cute mouth close smile fuck yall bye teeth 	OFF	OFF
bitch cant take joke itszprincessz iggyazalea	OFF	OFF
rt craziestsex kill bitch  	OFF	OFF
doesnt affect kid affect faculti staff work school queer	OFF	NOT
rt marijuanapost ever leav around bitch  get stone	OFF	OFF
dont worri bout got arrang bitch mind busi stay lane 	OFF	OFF
rt   lmfaoooooooooo rt coochcak lmaooo rt mypotnab faggot ever wore tall tee amp took 	OFF	OFF
like got death touch rt tenebriscor bitch stand front look like rogu xmen	OFF	OFF
rt  enough mind fuck pass fuck nacho cunt	OFF	OFF
sonnen faggot	OFF	OFF
zellgotdaloud bitch tryna get free promot n shit lmaooo see tha cut	OFF	OFF
ugh hes mine bitch hes mine amp mine that babi man know amp awar that	OFF	OFF
pierc wouldv easili drain shot us hes trash smh	NOT	OFF
rt vexedment draya realli catch tan son look window like ikea monkey everybodi trick 	NOT	OFF
bitch think care talent	OFF	OFF
godaddi hope guy get attack support sopa bunch dirti snake faggot	OFF	OFF
rt blazethegreat hate nigga get mad cuz fuck girl realli happi show bitch unloy	OFF	OFF
yea bitch  dat shit feel 	OFF	OFF
 honest perform red carpet trash hahahaahahahaha	NOT	OFF
rt  prolli dont like niggah dont realli give fuck feel 	OFF	OFF
well feel like bitch 	OFF	OFF
nigga sooooo pussi swear dont talk im action	OFF	OFF
rt dameatisthick invit fuck smell yo pussi across room man aint dinner cook 	OFF	OFF
bird aim dream 	NOT	NOT
lame buy cloth look like real militari clothingif wear make fun youyour  star bitch	OFF	OFF
americanmirror praedor cop bitch slap wanna b st thug got tm got dead see dont slap cop r law	OFF	OFF
rhythmixx told mariam cigarett birthdayyou also call trash rn	NOT	OFF
